"","AR_ID","NID_ID","Dam_Name","Description","Year_Removed","Latitude","Longitude","City_County","River","HUC8","State","Dam_Height_ft","Dam_Length_ft","Year_Built","Owner","Original.Use","Type_Material","Miles_Restored_US","Miles_Restored_DS","River_Miles_Reported","Last_Updated","X","X.1"
"1195","PA-277","","Adams Run Dam","","2015",40.5864,-76.4024,"Pine Grove/Schuykill","Adams Run","Lower Susquehanna-Swatara","PA","9","230","1893","Municipal","Water supply","Earthen","","","0.7","11/10/2017","",""
"1196","PA-278","","Cherry Run Dam","This project involved dam removal and AMD treatment system installation.","2015",41.2631,-78.5203,"Weedville/Elk","UNT Cherry Run","Sinnemahoning","PA","","","","","Retention basin","Earthen","","","0.5","11/10/2017","",""
"1197","PA-279","","Croton Lake","","2015",40.0672,-75.3961,"King of Prussia/Montgomery","Crow Creek","Schuylkill","PA","15","190","","","Retention basin","Earthen","","","0.5","11/10/2017","",""
"1198","PA-280","","Duck Marsh Pond 26","","2015",41.2346,-78.3261,"Benezette/Clearfield","Mosquito Creek","Upper West Branch Susquehanna","PA","8","400","1950s","State","Waterfowl habitat","Earthen","","","0.6","11/10/2017","",""
"1199","PA-281","","Dunn Dam","","2015",NA,NA,"Ft. Washington/Montgomery","UNT Sandy Run","Schuylkill","PA","","","","","","","","","0.5","11/10/2017","",""
"1200","PA-282","","Egypt Plant Dam","","2015",40.673,-75.5364,"Coplay/Lehigh","Coplay Creek","Lehigh","PA","","","","","","","","","3","11/10/2017","",""
"1201","PA-283","","Egypt Quarry Dam","","2015",40.6775,-75.5253,"Coplay/Lehigh","Coplay Creek","Lehigh","PA","4","","","","","","","","1","11/10/2017","",""
"1202","PA-284","","Fairway #7 Pond","","2015",40.0396,-75.5649,"Malvern/Chester","UNT Valley Creek","Schuylkill","PA","2","14","","","Recreation","Stone masonry","","","0.5","11/10/2017","",""
"1203","PA-285","","Gibson Pumping Station Dam","","2015",40.1447,-79.9627,"Charleroi/Washington","UNT Pigeon Creek","Lower Monongahela","PA","","","","","","","","","0.5","11/10/2017","",""
"1204","PA-286","","Heistand Sawmill Dam","","2015",40.05517,-76.526889,"Marietta/Lancaster","Chiques Creek","Lower Susquehanna","PA","15","200","~1920","","Sawmill/hydropower","Concrete","","","36.6","11/10/2017","",""
"1205","PA-287","","Ingham Creek Dam","","2015",40.354103,-74.988986,"Solebury Twp/Bucks","Aquetong Creek","Middle Delaware-Musconetcong","PA","24","645","<1900","PA Fish and Boat Commission","recreation","Earthen","","","0.5","11/10/2017","",""
"1206","PA-288","","Lake Lehman Dam","","2015",39.862712,-76.861187,"Spring Grove/York","UNT Codorus Creek","Lower Susquehanna","PA","52","680","","","Industrial water supply","Earthen","","","3.1","11/10/2017","",""
"1207","PA-289","","Laurel Park Dam","","2015",40.2564,-76.465,"Mt. Gretna/Lebanon","Conewago Creek","Lower Susquehanna-Swatara","PA","16","280","1926","","Recreation","","","","0.5","11/10/2017","",""
"1208","PA-291","","Pulaski Mills Dam","","2015",41.1112,-80.4369,"Pulaski/Lawrence","Shenango River","Shenango","PA","8","400","","","Mill","Earthen","","","11","11/10/2017","",""
"1209","PA-292","","Scholars Run Diversion Dam","This project involved dam removal and bridge replacement.","2015",40.80611,-80.1333,"Zelienople/Butler","Scholars Run","Connoquenessing","PA","5","40"," ~1950","","Municipal water supply","Concrete","","","2","11/10/2017","",""
"1210","PA-293","","SGL#69 Dam 13","","2015",41.6354,-79.8967,"Guys Mills/Crawford ","West Branch Sugar Creek","French","PA","","","","","","","","","0.5","11/10/2017","",""
"1211","PA-294","","Summit Hill Dam","","2015",40.0108,-75.3885,"Newtown Square/Delaware","UNT Darby Creek","Lower Delaware","PA","9","","","","Recreation","Earthen","","","1","11/10/2017","",""
"1212","PA-295","","Taylor Run Dam","","2015",41.645318,-77.044976,"Blossburg/Tioga","Taylor Run","Tioga","PA","6","120","","","Municipal water supply","Earthen","","","5.9","11/10/2017","",""
"1213","PA-296","","Trexler Nature Preserve Dam","","2015",40.6621,-75.6262,"Schnecksville/Lehigh","Jordan Creek","Lehigh","PA","","","","","","","","","10","11/10/2017","",""
"1214","PA-297","","Unnamed Dam","This project involved dam removal and stream channel recreation using Large Wood Debris.","2015",40.390592,-78.386478,"Taylor Twp/Blair","UNT Frankstown Branch","Crosswicks-Neshaminy","PA","12","50","","","Mill","Earthen","","","1","11/10/2017","",""
"1215","PA-298","","Water Supply Dam","","2015",41.6335,-76.0535,"Meshoppen/Wyoming","Little Meshoppen Creek","Upper Susquehanna-Tunkhannock","PA","9","","","","Municipal water supply","","","","","11/10/2017","",""
"1216","PA-299","","Woodland Dam","","2015",40.55903,-80.1907,"Sewickley/Allegheny","Little Sewickley Creek","Upper Ohio","PA","3","45","~1920","Private","Swimming pool","Concrete","","","17.6","11/10/2017","",""
"1217","PA-300","","Dunbar #4 Dam","","2016",39.953424,-79.578691,"Dunbar Twp/Fayette","Dunbar Creek","Youghiogheny","PA","14","400","1902","PA Game Commission","","Concrete","","","43","11/10/2017","",""
"1218","PA-301","","Firepond Dam","","2016",41.79833,-79.100833,"Mead Twp/Warren","Dutchman Run","Upper Allegheny","PA","5","25","1940s","Mead Township","","Concrete","","","1.5","11/10/2017","",""
"1219","PA-302","","Long Run Dam","","2016",41.064167,-77.355278,"Greene Twp/Clinton","Long Run","Bald Eagle","PA","7.5","276","1935","PA Dept of Conservation and Natural Resources","","Stone masonry","","","","11/10/2017","",""
"1220","PA-303","","Hershey's Mill Dam #2","","2016",40.0049,-75.5695,"E Goshen Twp/Chester","Ridley Creek","Lower Delaware","PA","6.8","350","","Wooldridge Construction of PA, Inc.","","","","","","11/10/2017","",""
"1221","PA-304","","Bald Knob Dam","","2016",40.4544,-80.3155,"Findlay Twp/Allegheny","Potato Garden Run","Upper Ohio","PA","65","900","1974","Chapman Properties, LLC","Amenity","","","","","11/10/2017","",""
"1222","PA-305","","Beaver Pond Dam","","2016",41.896,-75.2961,"Buckingham Twp/Wayne","Stockport Creek","Upper Delaware","PA","26","130","before 1919","Shingle Hollow Group, LLC","","","","","","11/10/2017","",""
"1223","PA-306","","Bridle Path Dam","","2016",40.648795,-75.379752,"Bethlehem/Northampton","Monocacy Creek","Lehigh","PA","4","75","","","","Concrete","","","1","11/10/2017","",""
"1224","PA-307","","Hinnershitz Settling Basin Dam","","2016",40.368,-75.8646,"Alsace Twp/Berks","Antietam Creek","Schuylkill","PA","9","","","Reading Area Water Authority","","","","","","11/10/2017","",""
"1225","PA-308","","Olyphant #1 Dam","","2016",41.4639,-75.5382,"Blakely/Lackawanna","Grassy Island Creek","Upper Susquehanna-Lackawanna","PA","20","355","1915","PA Dept of Conservation and Natural Resources","","Earthen","","","","11/10/2017","",""
"1226","PA-309","","Big Spring Run Dam #1","","1916",39.998628,-76.264988,"Willow Street","Big Spring Run","Lower Susquehanna","PA","","","","","","","","","","11/10/2017","",""
"1227","PA-310","","Denlinger's Mill Dam","","1930",39.974044,-76.375698,"Millersville","Little Conestoga Creek","Lower Susquehanna","PA","6","","","","","","","","","11/10/2017","",""
"1228","PA-311","","Eaton-Dikeman Dam","","1985",40.101483,-77.18348,"Mt Holly Springs","Mountain Creek","Lower Susquehanna","PA","","700","","Eaton-Dikeman Company","Paper mill pond","","","","","11/10/2017","",""
"1229","PA-312","","Garthridge Dam","","1933",39.755361,-76.341472,"Peach Bottom Township","Muddy Creek","Lower Susquehanna","PA","","","","","","","","","","11/10/2017","",""
"1230","PA-313","","Hellberg's Dam","","1999",40.129574,-76.19702,"West Earl Township","Conestoga River","Lower Susquehanna","PA","","","","","","","","","","11/10/2017","",""
"1231","PA-314","","Highrock Dam","","1972",39.760977,-76.332816,"Peach Bottom Township","Muddy Creek","Lower Susquehanna","PA","","","","","","","","","","11/10/2017","",""
"1232","PA-315","","Penns Creek Dam #1","","1968",40.847634,-77.559708,"Spring Mills","Penns Creek","Lower Susquehanna-Penns","PA","","","","","","","","","","11/10/2017","",""
"1233","PA-316","","Valley Creek #1","","1920",40.100943,-75.46163,"Valley Forge","Valley Creek","Schuylkill","PA","","","","","","","","","","11/10/2017","",""
"1234","PA-317","","White Clay Creek #1","","1938",39.854902,-75.784361,"London Grove","East Branch White Clay Creek","Brandywine-Christina","PA","","","","","","","","","","11/10/2017","",""
"1235","PA-318","","Camp Michaux Lower Dam","","2017",40.0366,-77.3416,"Pine Grove/Susquehanna","Toms Run","Lower Susquehanna-Swatara","PA","4.5","32","1928","PA Dept Conservation & Natural Resources","","","","","0.2","2/8/2018","",""
"1236","PA-319","","Dugan Run Dam","","2017",40.0439,-76.5913,"Wrightsville/York","Dugan Run","Lower Susquehanna","PA","8","80","","","","","","","","2/8/2018","",""
"1237","PA-320","","Dunbar 2 Dam","","2017",39.949,-79.5786,"Dunbar/Fayette","Dunbar Creek","Youghiogheny","PA","12","500","","PA Game Commission","Water supply for coke ovens","Stone masonry","","","total 44 with  3 other dams removed","2/8/2018","",""
"1238","PA-321","","Dunbar 3 Dam","","2017",39.9472,-79.5791,"Dunbar/Fayette","Dunbar Creek","Youghiogheny","PA","12","500","","PA Game Commission","Water supply for coke ovens","","","","total 44 with  3 other dams removed","2/8/2018","",""
"1239","PA-322","","East Branch Saucon Dam","","2017",40.6166,-75.332082,"Bethlehem/Lehigh","Tributary to the Lehigh River","Lehigh","PA","4","20","","City of Bethlehem","","Concrete","","","","2/8/2018","",""
"1240","PA-323","","Eckenrode Mills Dam","","2017",40.599029,-78.652144,"East Carroll Twp/Cambria","Chest Creek","Upper West Branch Susquehanna","PA","5","100","1830","Private","Ice","Stone masonry","","","10","2/8/2018","",""
"1241","PA-324","PA01084","Gorson Dam","","2017",41.1808,-74.9346,"Dingmans Ferry/Pike","Tributary to the Delaware River","Middle Delaware-Mongaup-Brodhead","PA","11","567","1918","Girl Scouts","Recreation","Earthen","","","","2/8/2018","",""
"1242","PA-325","","Maple Dam","","2017",41.0656,-75.521445,"Long Pond/Monroe","Tunkhannock Creek","Lehigh","PA","3","60","","Wildlands Conservancy","","Stone masonry","","","15","2/8/2018","",""
"1243","PA-326","","Millbrook Farms Dam","","2017",40.539,-75.5322,"Emmaus/Lehigh","Tributary to the Lehigh River","Lehigh","PA","4.5","115","1831","Millbrook Farms Homeowners Association","Grist Mill","Stone masonry","","","5","2/8/2018","",""
"1244","PA-327","PA01039","Mountain Springs Dam 2","","2017",41.3393,-76.2263,"Sweet Valley/Luzerne","Bowmans Creek","Upper Susquehanna-Tunkhannock","PA","18","722","1911","PA Fish & Boat Commission","Recreation","Concrete","","","2","2/8/2018","",""
"1245","PA-328","","PGC Dam 1","","2017",40.666443,-75.667687,"Lowhill Twp/Delaware","Lehigh","Lehigh","PA","6","100","","PA Game Commission","Ponds on State Game Lands","Earthen","","","","2/8/2018","",""
"1246","PA-329","","PGC Dam 2","","2017",40.659058,-75.665895,"Lowhill Twp/Delaware","Lehigh","Lehigh","PA","10","200","","PA Game Commission","Ponds on State Game Lands","Earthen","","","","2/8/2018","",""
"1247","PA-330","","PGC Dam 3","","2017",40.658295,-75.665582,"Lowhill Twp/Delaware","Lehigh","Lehigh","PA","5","160","","PA Game Commission","Ponds on State Game Lands","Earthen","","","","2/8/2018","",""
"1248","PA-331","","Solomons Creek Dam","","2017",41.208156,-75.900228,"Ashley/Luzerne","Solomons Creek","Upper Susquehanna-Lacawanna","PA","6","80","","Ashley Borough","","Stone masonry","","","","2/8/2018","",""
"1249","PA-332","PA01811","Tyler Hill Dam","","2017",41.6907,-75.1134,"Damascus Twp/Wayne ","Sunny Brook","Upper Delaware","PA","13","160","1820","Private","Recreation","Stone masonry","","","","2/8/2018","",""
"1250","PA-333","","Wildcat Run Dam","","2017",40.0479,-76.6022,"Wrightsville/York","Wildcat Run","Lower Susquehanna","PA","14","120","","","","","","","","2/8/2018","",""
"1251","PA-334","","Delp Dam (Swartley Mill Dam, Keller Creamery Dam)","Delp Dam (D46-103) is a low-hazard dam originally built to provide water for Philip Swartley's Mill (later Keller's Creamery). The dam is no longer is serving a useful purpose and is being removed as compensatory mitigation for construction on the Northeast Extension of the PA Turnpike. This project will be completed in two Phases. Phase I will involve the removal of the dam and limited, required stabilization directly around the dam. Phase II will occur approximately one year after the dam removal to allow the stream to stabilize and will involve any additional bank grading and in-stream stabilization work that is needed, as determined by additional investigations post-removal.
","2018",40.306997,-75.377068,"Telford","Indian Creek","Crosswicks-Neshaminy ","PA","","","","Jon and Kathy Delp","Mill dam","Concrete","","","0.49","2/5/2019","",""
"1252","PA-335","","Downing Ridge Dam","Ths project involved the removal of Downing Ridge Dam on East Branch Brandywine Creek. A public safety hazard was addressed, and fish passage was improved. The project was funded by PA Department of Transportation through PA Fish and Boat Commission. American Rivers was the project/contract manager with Princeton Hydro and RiverLogic completing the design and construction phases of the project, respectively. ","2018",40.020959,-75.70635,"Downingtown/Chester County","East Branch Brandywine Creek","Brandywine-Christina ","PA","5.25","182","1917","Chester County","Water supply for various mill operations","Concrete","","","","2/5/2019","",""
"1253","PA-336","","Dunbar #1","This was a two phase dam removal project. Phase 1 consisted of removal of the stream barrier from across the stream channel. Phase II (2019) will include removal of the remainder of the dam structure from across the floodplain.","2018",39.953423,-79.578691,"Dunbar Township/Fayette County","Dunbar Creek","Youghiogheny ","PA","16","450","1901","PA Game Commission","Water supply for coke ovens","Concrete","44","","","2/5/2019","",""
"1254","PA-337","","Johns Run Dam","This project involved the removal of a log and stone dam that was a remnant of the early settlement of the area, and a complete barrier to fish passage. Logs were cut and removed by hand, as were the cobbles, boulder, and mortar forming the dam foundation. Copper mesh material removed from the dam was donated to the Brockway Center for Arts and Technology to be recycled into art projects.   ","2018",41.343966,-79.012717,"Heath Township/Jefferson County","Johns Run","Middle Allegheny-Tionesta ","PA","4","40","Mid-1800s","National Fuel Gas Corporation","","Logs/Mortared cobble and boulder","4.75","","","2/5/2019","",""
"1255","PA-338","","Krady Mill Dam","Krady Mill Dam (D36-200) was a low-hazard dam originally built in the late 1800s to provide water power to a historic mill (still onsite). The concrete dam was approximately 5 feet high by 100 feet long. The dam was disconnected from the mill and no longer was serving a useful purpose. Removal of Krady Mill Dam opened up access to a network of 9.7 river miles and restored natural form and function to a stream that supports American eel, resident fish, and historic diadromous fish runs.","2018",40.0683,-76.4987,"Columbia","Chiques Creek","Lower Susquehanna","PA","5","100","Late 1800s","Saundra Krady","Mill power","Concrete","9.7","554","","2/5/2019","",""
"1256","PA-339","D39-000","Trexler Dam Removal at Jordan Rd","","2018",40.640337,-75.625768,"Lowhill Township/Lehigh County","Thicket Run","Lower Delaware","PA","15","175","","Lehigh County","Recreation","Earthen","3","","","2/5/2019","",""
"1257","PA-340","","Wagners Dam","","2018",40.939,-75.3929,"Monroe County","McMichael Creek","Upper Delaware ","PA","","","","","","","","","","2/5/2019","",""
"1258","RI-001","","Jackson Pond Dam","","1979",41.73416,-71.5539,"Hope","Pawtuxet River","Narragansett","RI","20","","","","","","","","","11/10/2017","",""
"1259","RI-002","","Dyerville Dam","","2009",41.82766,-71.4625,"Providence ","Woonasquatucket River","Narragansett","RI","","","","","","","","","","11/10/2017","",""
"1260","RI-003","","Paragon Dam","The Paragon Dam removal is part of a larger project to provide fish passage on the entire Woonasquatucket River through removal or fish ladders at five dams on the river. Already two fish ladders and partial removal of a small dam provide passage, leaving only one ladder left to be built. ","2010",41.81828,-71.4421,"Providence ","Woonsaquatucket River","Narragansett","RI","","","","","","","","","","11/10/2017","",""
"1261","RI-004","","Lower Shannock Falls Dam","This dam was removed as part of a larger river habitat and fish passage restoration project on the Pawcatuck River. The Wood-Pawcatuck Watershed Association (WPWA) and project partners are working to provide fish passage at the three dams on the upper Pawcatuck River: Lower Shannock Falls, Upper Shannock (or Horseshoe Falls) and Kenyon Millpond Dam. The project will allow access to 10 miles of the Pawcatuck River and will open up an additional 1,300 acres of spawning habitat including Wordens Pond. 
This dam, which no longer served its intended purpose, prevented access to migrating fish such as American shad and river herring. The mill site next to the river is being redeveloped into a public access and riverfront park by the Town of Richmond.  Early feasibility and design work on this project was partially funded by the American Rivers- NOAA River Grants program.","2010",41.44734,-71.6433,"Richmond and Charlestown","Pawcatuck River","Pawcatuck-Wood","RI","","","1820s","","Textile mill","","","","10","11/10/2017","",""
"1262","RI-005","RI04231","Pawtuxet Falls Dam","","2011",41.76442,-71.3909,"Cranston and Warwick","Pawtuxet River","Narragansett","RI","5","170","1924","","","Concrete","","","7","11/10/2017","",""
"1263","SC-001","SC01253","Old Saluda Reservoir Dam","","",33.99,-81.7716,"Saluda","Red Bank Creek","Saluda","SC","33","450","1930","","Recreation","Earthen ","","","","11/10/2017","",""
"1264","SC-002","","Shealy's Pond Dam","","",33.94846,-81.1683,"West Columbia","Savana Branch","Congaree","SC","21","430","1940","","Recreation","Earthen ","","","","11/10/2017","",""
"1265","SC-003","SC01801","Robert Thomason Pond Dam","This dam was replaced by rerouted highway. It no longer exists.","",34.6801,-82.2072,"Fountain Inn","Tributary to Stoddard Creek","Saluda","SC","23","424","1959","","Recreation","Earthen ","","","","11/10/2017","",""
"1266","SC-004","","No Name Dam at State Road 11-58","","1979",35.1194,-81.8046,"Cowpens National Battlefield","Long Branch of Island Creek","Upper Broad","SC","7","","","","","","","","","11/10/2017","",""
"1267","SC-005","SC01184","Old City Reservoir Dam","","1988",34.7,-80.76,"Lancaster","Turkey Quarter Creek","Lower Catawba","SC","25","","","","","","","","","11/10/2017","",""
"1268","SC-006","SC02147","Miller Trust Pond Dam","","1993",34.975,-81.0916,"Rock Hill","Tributary to Tools Fork","Lower Catawba","SC","38","","","","","","","","","11/10/2017","",""
"1269","SC-007","","Pole Branch Dam","","1990",33.54352,-81.9919,"North Augusta","Pole Branch River","Middle Savannah","SC","26","","","","","","","","","11/10/2017","",""
"1270","SC-008","","I95 Rest Area Lagoon Dam","","1999",NA,NA,"Columbia ","Tributary to Black Creek","","SC","11","2640","1970","","","Earthen ","","","","11/10/2017","",""
"1271","SC-009","SC01900","Kirkley Pond Dam","Kirkley Pond dam was removed with SC Rt 151 Widening Construction.","2001",34.53741,-80.3463,"Jefferson","Little Sandy Creek","Lynches","SC","17","370","1958","","Recreation","Earthen ","","","","11/10/2017","",""
"1272","SC-010","SC02450","Woodside Dam 1","This dam was removed as part of a settlement agreement regarding a PCB cleanup at the former Sangamo-Weston plant.","2011",34.77456,-82.7794,"Greenville","Twelve Mile River","Seneca","SC","","","","","","","","","","11/10/2017","",""
"1273","SC-011","SC02451","Woodside Dam 2","This dam was removed as part of a settlement agreement regarding a PCB cleanup at the former Sangamo-Weston plant.","2011",34.7661,-82.792,"Greenville","Twelve Mile River","Seneca","SC","","","","","","","","","","11/10/2017","",""
"1274","SD-001","SD00799","No Name Dam #45","","",44.14279,-101.95,"Phillip","","Bad","SD","15","","","","","","","","","11/10/2017","",""
"1275","SD-004","SC00997","Farmingdale Dam","","1986",43.96364,-102.883,"Caputa","Antelope Creek Watershed","Rapid","SD","24","","","","","","","","","11/10/2017","",""
"1276","SD-005","SC00076","Mission Dam","","1987",43.30097,-100.671,"Mission","Antelope Creek","Keya Paha","SD","25","","","","","","","","","11/10/2017","",""
"1277","SD-012","","North Robert’s Dam","","1988",NA,NA,"","","","SD","12","","","","","","","","","11/10/2017","",""
"1278","SD-013","","Klondike Dam","In order to keep the hydraulic head necessary for alluvial wells located upstream of the project, a stone arch rapid was constructed in the dam’s former location, which will allow for fish migration and reduced hazard for recreational paddlers. ","2013",43.386174,-96.521604,"Canton","Big Sioux River","Lower Big Sioux","SD","","","","","","","","","","11/10/2017","",""
"1279","TN-001","","Eblen-Powell Dam #1","","",36.38898,-84.1389,"LaFollette","Ollis Creek","Upper Clinch, Tennessee, Virginia","TN","32","","","","","","","","","11/10/2017","",""
"1280","TN-002","","Spence Farm Pond Dam #5","","1983",35.20333,-88.3675,"Adamsville","Tributary to Snake Creek","Lower Tennessee-Beech","TN","35","","","","","","","","","11/10/2017","",""
"1281","TN-003","","Monsanto Dam #3","","1988",35.66981,-87.1237,"Columbia","Decant Pipes","Lower Duck","TN","39","","","","","","","","","11/10/2017","",""
"1282","TN-004","","Monsanto Dam #7","","1990",35.65493,-87.0923,"Columbia","Duck River","Lower Duck","TN","78","","","","","","","","","11/10/2017","",""
"1283","TN-005","","Monsanto Dam #4","","1990",35.66521,-87.1092,"Columbia","Greenlick Creek","Lower Duck","TN","53","","","","","","","","","11/10/2017","",""
"1284","TN-006","","Monsanto Dam #5A","","1990",35.65902,-87.1141,"Columbia","Greenlick Creek","Lower Duck","TN","52","","","","","","","","","11/10/2017","",""
"1285","TN-007","","Monsanto Dam #9","","1990",35.66113,-87.1351,"Columbia","Helms Branch","Lower Duck","TN","33","","","","","","","","","11/10/2017","",""
"1286","TN-008","","L. Thompson Dam #1","","1990",NA,NA,"","","","TN","10","","","","","","","","","11/10/2017","",""
"1287","TN-009","","L.C. Hancock Dam #1","","1990",NA,NA,"","","","TN","8","","","","","","","","","11/10/2017","",""
"1288","TN-010","","Lake Deforest Dam","","1991",35.70933,-88.7691,"Oakfield","Johnson Creek","North Fork Forked Deer","TN","36","","","","","","","","","11/10/2017","",""
"1289","TN-011","","Occidental Chem Dam #6","","1991",35.64979,-87.0333,"Columbia","Tributary to Rutherford Creek","Lower Duck","TN","53","","","","","","","","","11/10/2017","",""
"1290","TN-012","","Ballard Mill Mine Dam","","1992",35.60478,-84.389,"Sweetwater","Tributary of Fork Creek","Lower Little Tennessee","TN","30","","","","","","","","","11/10/2017","",""
"1291","TN-013","","Walkers Dam","","1992",35.66702,-87.0077,"Columbia","Walker Stream","Lower Duck","TN","32","","","","","","","","","11/10/2017","",""
"1292","TN-014","","Gin House Lake Dam","","1994",35.47711,-89.8068,"Munford","Adkinson Creek","Lower Hatchie","TN","32","","","","","","","","","11/10/2017","",""
"1293","TN-015","","Cities Service Company Dam","","1995",35.04045,-84.3667,"Turtletown","Burra-Burra Creek","Ocoee","TN","30","","","","","","","","","11/10/2017","",""
"1294","TN-016","","Occidental Chem Pond Dam D","","1995",35.70613,-87.225,"Williamsport","Duck Creek","Lower Duck","TN","160","","","","","","","","","11/10/2017","",""
"1295","TN-018","","Rhone Poulenc Dam #20","","1995",35.54962,-87.1756,"Mt Pleasant  ","Quality Creek","Lower Duck","TN","33","","","","","","","","","11/10/2017","",""
"1296","TN-019","","Harpeth River Dam","The Harpeth River Watershed Association, along with the U.S. Fish and Wildlife Service, U.S. Army Corps of Engineers, TN Department of Environment and Conservation and other state and federal agencies, partnered on the removal of the Harpeth River Dam in July 2012. The dam, which was owned by the City of Franklin, was removed as part of the city’s modernization of its water withdrawals and will provide improved habitat for smallmouth bass, striped darter, rainbow darter, finescale darter and others. The removal will make the Harpeth River one of the few rivers in TN that is entirely free flowing. Located within 30 minutes of downtown Nashville, the Harpeth River is a State designated Scenic River and is one of the most archeologically and historically-significant rivers in the State.","2012",35.90887,-86.8546,"Franklin","Harpeth River","Harpeth","TN","","","","City of Franklin","","","","","125","11/10/2017","",""
"1297","TN-020","","Brown's Mill Dam","As a result of this dam removal, the East Fork of the Stones River now has 25 miles of free flowing stream from Readyville to Walter Hill, TN.","2014",35.90204,-86.281,"Lascassas","East Fork of the Stone's River","Stones","TN","2","70","1829","","","Originally Log then Fortified with Concrete","","","25","11/10/2017","",""
"1298","TN-021","","McCabe Golf Course Dam","This project happened as part of a mandate of the state permit to continue to withdraw water.","2014",36.13855,-86.8497,"Nashville","Richland Creek","Lower Cumberland-Sycamore","TN","5","50","1970","Metro Nashville","Pool for water withdrawal to irrigate golf course","Concrete (low-head)","","","800 ft","11/10/2017","",""
"1299","TN-022","","Sevenmile Dam ","This lowhead dam was removed to improve aquatic organism passage on Sevenmile Creek in Nashville, TN. This project specifically improved passage for the federally endangered Nashville crayfish (Orconectes shoupi), which is only found in the Mill Creek watershed, of which Sevenmile Creek is a part. ","2015",36.045408,-86.745791,"Nashville, Davidson County","Sevenmile Creek","Lower Cumberland-Sycamore","TN","4","25","~1970","Part of a bridge structure","","Stone and mortar with metal frame","","","","11/10/2017","",""
"1300","TN-023","","Upper Citico Creek Dam","","2015",35.420173,-84.092945,"Monroe County","Citico Creek","Lower Little Tennessee","TN","7","35","1966","USFS","Rough Fish Barrier","Concrete","","","2.3","11/10/2017","",""
"1301","TN-024","","Nashville Zoo Dam Weir 1","","2017",36.0897,-86.7349,"Nashville/Davidson","Cathy Jo Branch, tributary to Mill Creek","Lower Cumberland-Sycamore ","TN","4","8","","Nashville Zoo","","Concrete/rebar","","",".5 mile upstream opened 10 miles now connected from Cathy Jo Branch's origin to Mill Creek's Confluence with the Cumberland (there are minor obstructions in this stretch but no complete obstructions) ","2/8/2018","",""
"1302","TN-025","","Nashville Zoo Dam Weir 2","","2017",36.0897,-86.7349,"Nashville/Davidson","Cathy Jo Branch, tributary to Mill Creek","Lower Cumberland-Sycamore ","TN","4","8","","Nashville Zoo","","Concrete/rebar","","",".5 mile upstream opened and 10 miles now connected from Cathy Jo Branch's origin to Mill Creek's Confluence with the Cumberland (there are minor obstructions in this stretch but no complete obstructions) ","2/8/2018","",""
"1303","TN-026","","Roaring River Fish Dam","","2017",36.35305,-85.59912,"Gainesboro/Jackosn","Roaring River","Upper Cumberland-Cordell Hull Reservoir","TN","10","220","1976","Tennesee Wildlife Resources Agency","Fish barrier meant to keep ""rough"" fish from downstream Cordell Hull reservoir out of river","Gabion Baskets capped with Concrete","","","Water levels effected roughly 1 mile upstream; reconnected stream network extends 205 linear miles upstream.","2/8/2018","",""
"1304","TX-002","TX00455","Hilsboro Lake Park Dam","","",32.02514,-97.1292,"Hillsboro","Tributary to Pecan River","Middle Brazos-Lake Whitney","TX","20","","","","","","","","","11/10/2017","",""
"1305","TX-003","TX01342","Railroad Reservoir Dam","","",30.72399,-97.4427,"Granger","Tributary to Willis Creek","San Gabriel","TX","10","","","","","","","","","11/10/2017","",""
"1306","TX-004","TX03916","Bearfoot Lake Dam","","",30.48192,-94.7734,"Livingston","Mill Creek","Lower Trinity-Kickapoo","TX","27","","","","","","","","","11/10/2017","",""
"1307","TX-005","TX01949","Alamo Arroyo Dam","","1979",31.40497,-105.818,"Fort Hancock","Rio Bravo watershed","Rio Grande-Fort Quitman","TX","48","","","","","","","","","11/10/2017","",""
"1308","TX-006","TX02731","H and H Feedlot Dam","","1980",32.48126,-100.595,"Roscoe","Cottonwood Creek watershed","Upper Clear Fork Brazos","TX","35","","","","","","","","","11/10/2017","",""
"1309","TX-007","","South Sand Lake Dam","","2008",28.5694,-96.9501,"McFaddin","South Sand Lake","Lower Guadalupe","TX","","","","","","","","","","11/10/2017","",""
"1310","TX-008","","Ottine Dam","This 108-year old dam was damaged by a storm in 2008 and has been a safety hazard in the San Marcos River ever since. Without the dam, the river will have an unobstructed 39 mile stretch of water and regain its natural movement and flow. This will benefit fish and other aquatic species, including mussels. Kayakers and canoers that participate in the Texas Water Safari annual race from the San Marcos headwaters to the coast will no longer be required to port and carry their equipment up and down a steep incline to bypass the dangerous dam. Texas Parks and Wildlife Department is also considering now adding the stretch of river to their paddling trails system for Palmetto State Park which is just downstream of the dam to enhance the local economy. ","2016",29.6603,-97.5874,"Ottine/ Gonzalez","San Marcos","Lower Guadalupe","TX","15","100","1911","May","Hydropower for mill and town","Concrete","","","39","11/10/2017","",""
"1311","UT-001","","Brush Dam","","1983",39.06137,-111.449,"Sanpete County","North Fork of Muddy Creek","Muddy","UT","49","","","","","","","","","11/10/2017","",""
"1312","UT-002","","Atlas Mineral Dam","","1994",38.6,-109.595,"Moab","Colorado River basin","Upper Colorado-Kane Springs","UT","93","","","","","","","","","11/10/2017","",""
"1313","UT-003","UT00050","Box Elder Creek Dam","","1995",41.44592,-111.916,"Mantua","Box Elder Creek","Lower Bear-Malad","UT","50","","","","","","","","","11/10/2017","",""
